--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS DO JORDAO - SP (OMM: 83714)
Latitude  (graus) : -22.75
Longitude (graus) : -45.6
Altitude  (metros): 1642.00
Estação Operante
Inicio de operação: 01/01/1939
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;Velocidade do Vento Media;
83714;16/09/2007;0000;;24.4;;;;;
83714;16/09/2007;1200;0;;;;;;
83714;17/09/2007;0000;;24.2;;;;;
83714;17/09/2007;1200;0;;;;;;
83714;18/09/2007;0000;;25.2;;;;;
83714;18/09/2007;1200;0;;;;;;
83714;19/09/2007;0000;;26.6;;;;;
83714;19/09/2007;1200;0;;;;;;
83714;20/09/2007;0000;;26;;;;;
83714;20/09/2007;1200;0;;;;;;
83714;21/09/2007;0000;;23;;;;;
83714;21/09/2007;1200;0.6;;;;;;
83714;22/09/2007;0000;;26.2;;;;;
83714;22/09/2007;1200;0;;;;;;
83714;23/09/2007;0000;;28.4;;;;;
83714;23/09/2007;1200;0;;;;;;
83714;24/09/2007;0000;;25.2;;;;;
83714;24/09/2007;1200;0;;;;;;
83714;25/09/2007;0000;;11.2;;;;;
83714;25/09/2007;1200;0;;;;;;
83714;26/09/2007;0000;;18;;;;;
83714;26/09/2007;1200;0;;;;;;
83714;27/09/2007;0000;;24.6;;;;;
83714;27/09/2007;1200;0;;;;;;
83714;28/09/2007;0000;;24.4;;;;;
83714;28/09/2007;1200;0;;;;;;
83714;29/09/2007;0000;;19.4;;;;;
83714;29/09/2007;1200;28.2;;;;;;
83714;30/09/2007;0000;;19.2;;;;;
83714;30/09/2007;1200;0;;;;;;
83714;01/10/2007;0000;;21;;;;;
83714;01/10/2007;1200;0;;;;;;
83714;02/10/2007;0000;;20.6;;;;;
